"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
-0.6,4.8,8.2,2.4,-0.3,-0.3,-5,-8.5,-63.5
-0.7,4.8,8.3,4.1,-0.4,0.2,-5.7,-8.5,-65.1
-0.6,4.9,8.3,0,-0.6,0.4,-5.7,-8.5,-65.1
-0.6,4.7,8.2,0.5,-0.6,0.6,-4.9,-8.9,-64.7
-0.6,4.9,8.3,2.5,-0.7,0.8,-4.9,-8.9,-64.7
-0.6,4.9,8.3,0.6,-1.4,0.3,-5.2,-8.5,-65.1
-0.6,4.7,8.2,-0.1,-1.2,0.2,-5.2,-8.5,-65.1
-0.6,4.8,8.3,2.9,-1.3,0.9,-4.5,-8.5,-64.2
-0.5,5,8.4,2.7,-1.9,1.6,-4.5,-8.5,-64.2
-0.5,4.9,8.4,-1,-1.8,1.4,-5.2,-8.9,-63.9
-0.5,4.9,8.3,-0.9,-1.6,1.3,-5.2,-8.9,-63.9
-0.6,4.9,8.4,0.8,-1.5,1.4,-5.7,-8.9,-65.1
-0.5,5,8.4,0.5,-1.8,1.1,-5.7,-8.9,-65.1
-0.5,5,8.5,-1.6,-1.1,0.9,-5.6,-8.5,-64.7
-0.5,5,8.4,-2.2,-0.8,0.7,-5.6,-8.5,-64.7
-0.5,4.9,8.4,-2.3,-0.5,0.8,-5.2,-8.2,-63.5
-0.5,4.8,8.4,-1.4,-0.1,0.6,-5.2,-8.2,-63.5
-0.5,4.9,8.4,0.4,0.2,0.5,-6.1,-8.5,-64.2
-0.5,5,8.5,-0.1,0.4,0.4,-6.1,-8.5,-64.2
-0.5,4.9,8.4,-1.6,0.5,0.8,-5.7,-9.2,-65.1
-0.5,4.9,8.5,-2.4,0.8,0.2,-5.7,-9.2,-65.1
-0.5,4.9,8.5,-2.4,1,0.6,-5.6,-7.8,-63.9
-0.5,4.8,8.3,-1,1.6,0,-5.6,-7.8,-63.9
-0.5,4.9,8.3,-0.6,1.7,0.2,-5.7,-7.8,-64.7
-0.5,4.9,8.3,-0.1,2.1,0.8,-5.7,-7.8,-64.7
-0.5,4.8,8.3,0.2,2.1,0.9,-5.7,-8.5,-64.7
-0.5,4.9,8.2,0.1,1.6,0.6,-5.7,-8.5,-64.7
-0.6,4.9,8.2,0.2,1.4,0.1,-5.2,-9.2,-65.1
-0.6,4.9,8.2,-0.4,0.3,0.3,-5.2,-9.2,-65.1
-0.6,4.9,8.2,-2.1,0.4,0.5,-5.7,-7.8,-63.9
-0.6,4.8,8.3,0.2,0.4,0.4,-5.7,-7.8,-63.9
-0.7,5,8.4,0.2,-0.1,0.1,-5.2,-7.8,-63.1
-0.6,5,8.3,-1.6,0,-0.6,-5.2,-7.8,-63.1
-0.6,5,8.5,-1.9,0.6,-0.8,-5.7,-7.8,-65.1
-0.8,5.1,8.7,-2.6,0.2,-0.7,-5.7,-7.8,-65.1
-0.6,5.4,8.9,-6.4,0.7,-1,-4.6,-8.5,-65.1
-0.6,5.2,8.9,-12.5,3.3,-2.2,-4.6,-8.5,-65.1
-0.5,4.8,8.4,-9.8,4.5,-3.4,-5.2,-7.4,-65.1
-0.5,4.5,8.2,0.6,5.4,-3.2,-5.2,-7.4,-65.1
-0.7,4.8,8.5,4.6,5.4,-3.9,-5,-6.7,-63.9
-0.8,5,8.5,-0.2,3.9,-5,-5,-6.7,-63.9
-0.8,5.1,8.7,-8.9,3.1,-4.7,-4.5,-6.7,-64.7
-0.8,4.9,8.8,-19.6,2.4,-5.2,-4.5,-6.7,-64.7
-0.8,4.7,8.7,-21.5,3.1,-4.8,-3.7,-6.6,-65.1
-0.7,4.5,8.7,-18.2,5.1,-4.9,-3.7,-6.6,-65.1
-0.8,4.3,8.6,-11.3,5.8,-5.1,-4.5,-5.6,-63.9
-0.7,4.4,8.5,-1.5,8.2,-4.1,-4.5,-5.6,-63.9
-0.8,4.5,8.6,0.4,9.2,-4,-4.5,-4.8,-64.7
-0.8,4.7,8.6,-0.8,9.8,-4.3,-4.5,-4.8,-64.7
-1,4.5,8.5,-4.3,10.4,-3.4,-4.5,-4.8,-64.7
-0.9,4.3,8.2,-2.2,10.6,-3.3,-3.4,-4.7,-65.5
-1,4.3,8.2,3,9.8,-2.8,-3.4,-4.7,-65.5
-1.1,4.4,8.2,5.4,9.2,-2.8,-2.2,-4.4,-64.2
-0.9,4.4,8.1,3.8,7.8,-4.1,-2.2,-4.4,-64.2
-1.1,4.3,8,3.7,7.3,-4.5,-2.6,-5.5,-64.8
-1.2,4.2,8.1,3.6,5.6,-4.6,-2.6,-5.5,-64.8
-1.2,4.4,8.1,1.8,3.7,-4.1,-1.5,-4.7,-64.2
-1.2,4.2,8.2,-0.9,2.3,-4.7,-1.5,-4.7,-64.2
-1.2,4.3,8.3,-2.8,0.2,-4.2,-0.7,-5,-64.2
-1.1,4.3,8.4,-3.8,0.6,-3.7,-0.7,-5,-64.2
-1.2,4,8.2,-3.6,0.4,-2.6,-1,-5.4,-63.6
-1.1,4.2,8.3,0.2,0.2,-1,-1,-5.4,-63.6
-1.2,4.2,8.3,2.8,0.1,0.2,-1,-4.7,-64.8
-1.3,4.2,8.3,2.3,-1.1,0.1,-1,-4.7,-64.8
-1.2,4.5,8.5,-0.9,-2.4,1.1,-0.2,-3.9,-63.6
-1.2,4.4,8.5,-4.4,-2.6,2,-0.2,-3.9,-63.6
-1.3,4.2,8.3,-5.2,-3.1,2.4,-0.5,-4.7,-64
-1.2,4.3,8.4,-3.2,-2.9,3.2,-0.5,-4.7,-64
-1.2,4.3,8.4,-0.3,-2.9,3.5,-0.9,-4.2,-63.6
-1.2,4.4,8.5,1.2,-2.5,3.3,-0.9,-4.2,-63.6
-1.1,4.5,8.6,0.8,-2.8,2.1,-1.2,-4.7,-64.4
-1.1,4.5,8.6,-1,-2.6,2.1,-1.2,-4.7,-64.4
-1.1,4.5,8.7,-1.8,-1.9,2.4,-1.2,-4.2,-64
-1.1,4.6,8.7,-2.9,-1.6,2.4,-1.2,-4.2,-64
-1.1,4.4,8.6,-1.8,-1.2,1.8,-0.9,-4.7,-64
-1.1,4.5,8.7,-0.4,-0.8,1.2,-0.9,-4.7,-64
-1,4.4,8.6,0.5,0,-0.3,-1.2,-4.2,-63.2
-1,4.4,8.5,1.2,0.2,-0.8,-1.2,-4.2,-63.2
-1.1,4.4,8.5,0.9,0.4,-0.9,-0.5,-4.7,-64.8
-1.1,4.5,8.6,2.1,0.3,-0.2,-0.5,-4.7,-64.8
-1.1,4.5,8.7,0.9,1,-0.1,-0.9,-4.2,-65.6
-1.1,4.3,8.5,0.1,1.4,-0.2,-0.9,-4.2,-65.6
-1.1,4.3,8.5,2.6,1.7,-0.6,-0.9,-4.7,-64
-1.1,4.3,8.4,4.1,1.7,-0.6,-0.9,-4.7,-64
-1.2,4.4,8.5,4.9,1.3,-0.8,-0.5,-4.7,-64.8
-1.1,4.6,8.6,2.3,1.1,-0.5,-0.5,-4.7,-64.8
-1.1,4.4,8.4,-2.6,0.6,0.6,-0.5,-5,-65.2
-1.1,4.4,8.5,-1.6,0.6,1.1,-0.5,-5,-65.2
-1,4.3,8.4,-0.2,0.8,1.2,-1.2,-4.2,-65.2
-1.1,4.3,8.4,3.4,1.8,1.4,-1.2,-4.2,-65.2
-1.2,4.5,8.5,3.9,1.8,1.3,-0.9,-5.4,-64.4
-1.2,4.5,8.5,1.6,1.4,0.5,-0.9,-5.4,-64.4
-1.1,4.5,8.5,0,0.9,0.9,-0.9,-4.7,-64.8
-1.2,4.5,8.6,0.1,1,1.4,-0.9,-4.7,-64.8
-1.1,4.5,8.6,0.2,1.2,1.8,-0.5,-5.4,-63.6
-1.1,4.5,8.6,1.1,2.8,1.4,-0.5,-5.4,-63.6
-1.2,4.5,8.5,2.9,3.1,1.2,-1.2,-5,-64.4
-1.1,4.6,8.5,3.9,3.4,0.2,-1.2,-5,-64.4
-1.1,4.5,8.5,2.9,3.8,0.2,-0.9,-5,-64.4
-1.1,4.5,8.6,2.8,3.4,0,-0.9,-5,-64.4
-1.1,4.6,8.5,3.5,3.6,-0.1,-0.2,-5.4,-64
-1.2,4.6,8.5,1.8,4.2,-0.1,-0.2,-5.4,-64
-1.2,4.5,8.5,2,4.3,-0.4,-0.2,-5.4,-64
-1.3,4.5,8.4,3,4.8,-0.7,-0.2,-5.4,-64
-1.4,4.4,8.3,3.5,4.8,-0.6,-0.9,-6.2,-64.4
-1.4,4.4,8.3,3.9,4.1,-0.6,-0.9,-6.2,-64.4
-1.4,4.5,8.2,3.9,4,-0.2,-0.2,-6.2,-62.8
-1.5,4.5,8.2,3.1,3,1.2,-0.2,-6.2,-62.8
-1.4,4.5,8.3,2.9,2.2,1.6,1.2,-6.2,-64.4
-1.4,4.6,8.2,1.4,1.9,2.2,1.2,-6.2,-64.4
-1.5,4.7,8.4,-2.1,0.2,3.5,0.2,-6.8,-63.6
-1.4,4.7,8.4,-6.6,-1.1,3.9,0.2,-6.8,-63.6
-1.2,4.6,8.3,-9.6,-0.6,3.4,0.9,-6.5,-62.8
-1.2,4.2,8.1,-5.9,0.2,4.1,0.9,-6.5,-62.8
-1.3,4.3,8,5.8,0.9,4.2,0.6,-6.5,-63.6
-1.4,4.7,8.2,9.2,0.9,4.9,0.6,-6.5,-63.6
-1.4,4.9,8.4,6.6,-0.5,4.1,0.9,-6.2,-64.8
-1.4,4.9,8.3,-0.1,-1,3.8,0.9,-6.2,-64.8
-1.4,4.5,8.3,-4.2,-1.1,3.8,0.6,-6.2,-64
-1.3,4.5,8.3,0,-1,4.5,0.6,-6.2,-64
-1.3,4.7,8.4,4.8,-0.9,5,-0.5,-6.5,-63.6
-1.3,4.9,8.5,4.8,-0.4,4.8,-0.5,-6.5,-63.6
-1.3,4.9,8.6,1,-0.6,3.6,1.2,-6.6,-63.6
-1.2,4.7,8.7,-3.1,-1.1,3.4,1.2,-6.6,-63.6
-1.2,4.7,8.7,-2.7,-0.1,3.1,0.6,-7.2,-63.2
-1.1,4.5,8.5,-1.9,1.2,2.2,0.6,-7.2,-63.2
-1.2,4.5,8.7,0.2,2.2,2.9,0.9,-6.8,-64
-1.2,4.5,8.6,2.4,2.9,2.1,0.9,-6.8,-64
-1.2,4.5,8.6,1.5,3.5,1.8,0.9,-6.5,-63.7
-1.1,4.3,8.5,-1.1,3.5,2.9,0.9,-6.5,-63.7
-1.2,4.3,8.5,-1.1,3.2,4.5,0.9,-7.2,-63.2
-1.1,4.4,8.6,-1.9,2.8,6,0.9,-7.2,-63.2
-1.1,4.3,8.4,-3.6,3.6,6.9,1,-6.2,-63.7
-1.1,4.2,8.3,-2.1,4.4,9.2,1,-6.2,-63.7
-1.1,4.3,8.5,0.6,4.8,11.3,1,-7.2,-64.1
-1.2,4.5,8.4,3.1,5.2,11.9,1,-7.2,-64.1
-1.1,4.5,8.3,3.3,5.1,12.4,1.8,-6.8,-63.7
-1.2,4.6,8.4,4.4,5.8,13.4,1.8,-6.8,-63.7
-1.2,4.6,8.3,4.3,5.8,12.7,1.4,-7.2,-64.5
-1.1,4.6,8.2,4,6.1,12.8,1.4,-7.2,-64.5
-1.2,4.6,8.2,6.3,5.4,13.6,0.7,-8.2,-62.9
-1.1,4.7,8.2,7.3,5.1,13.6,0.7,-8.2,-62.9
-1.2,4.8,8.3,4.8,4.8,14.1,2.1,-7.6,-63.2
-1.1,4.9,8.3,1.7,4.9,14.8,2.1,-7.6,-63.2
-1.2,4.8,8.2,0.4,4.6,14.7,2.6,-8.7,-62.8
-1.1,4.8,8.2,2.7,5.2,13.7,2.6,-8.7,-62.8
-1.1,4.5,8.2,6.8,5.8,13.3,2.6,-9.1,-62.1
-1.1,4.6,8.1,16.2,5.4,11.6,2.6,-9.1,-62.1
-1.1,5.1,8.3,18.4,5.8,12.9,2.7,-9,-63.2
-1.2,5.3,8.5,11.6,7.1,14.6,2.7,-9,-63.2
-1.2,5.5,8.5,3.4,7.6,14.9,3.2,-10.9,-62.5
-1.1,5,8.1,-0.6,7.6,15.8,3.2,-10.9,-62.5
-1.1,4.9,8.1,4.6,7.9,16.2,3.2,-10.9,-63
-1.2,5.1,8.1,8.8,7.4,16.5,3.2,-10.9,-63
-1,5.4,8.1,9.6,9.1,15.8,3.7,-11.6,-62.6
-1.2,5.2,7.9,9.2,9,15.1,3.7,-11.6,-62.6
-1.1,5.3,8,9.1,8.6,14.6,4.6,-11.1,-61.9
-1,5.4,8,8.6,8.3,14.4,4.6,-11.1,-61.9
-1.1,5.4,8,4.8,7.4,14.2,4.6,-11.1,-61.9
-1,5.3,7.7,2.2,6.8,12.6,4.6,-12.6,-62.7
-1.1,5.2,7.8,3.5,5.3,13.2,4.6,-12.6,-62.7
-1.1,5.6,8.2,1.2,4.7,13.6,4.2,-12.6,-62.2
-1,5.5,8.1,-5.5,5.7,12.6,4.2,-12.6,-62.2
-1,5.1,7.8,-3.7,6.2,13.8,5.5,-14.2,-63.1
-0.9,5.2,7.9,4.6,7.1,17.7,5.5,-14.2,-63.1
-1.1,5.6,8.2,8.4,7.2,18.9,4.8,-13.2,-61.6
-1,5.9,8.1,6.4,7.5,17.9,4.8,-13.2,-61.6
-1,5.6,8,0.2,7.9,16.1,5.7,-13.7,-62
-1,5.5,8,-0.2,7.8,15.2,5.7,-13.7,-62
-0.9,5.4,7.7,6.3,8.2,15.2,5.8,-14.4,-62.1
-0.9,5.6,7.8,11.7,8.8,16.4,5.8,-14.4,-62.1
-1,5.8,7.8,14.9,8.4,16.5,6.2,-14,-62.5
-1,6.1,7.7,12.1,8.4,15.7,6.2,-14,-62.5
-1,6,7.7,4.1,6.8,14.9,6.2,-15.5,-61.7
-1,6,7.8,1.1,6.1,14.3,6.2,-15.5,-61.7
-1,6,7.8,-4.5,4.4,14.1,6.2,-16.2,-61.7
-0.9,6,7.9,-6.8,4.8,14.4,6.2,-16.2,-61.7
-0.9,5.8,7.8,-5.9,5.6,13.2,6.1,-17.4,-61.8
-0.8,5.5,7.7,-0.9,7.1,14.2,6.1,-17.4,-61.8
-0.8,6.1,8,-0.2,6.8,13.2,7.4,-15.9,-61.8
-0.9,6,7.9,-0.2,7.9,12.4,7.4,-15.9,-61.8
-0.9,6,7.9,0.3,8.6,12.4,8.1,-16.6,-62.6
-1,6.1,8,-1,8.8,12.4,8.1,-16.6,-62.6
-1.1,6.1,8.1,-3.2,9.8,11.8,7.5,-16.8,-61.5
-1,5.8,7.7,-6.8,10.6,10.5,7.5,-16.8,-61.5
-1,5.6,7.7,-2.5,10.9,10.3,8,-16.4,-61.5
-1,5.6,7.7,5.8,9.8,8.5,8,-16.4,-61.5
-0.9,6,7.7,3.9,8.5,6,7.6,-16,-61.1
-1,5.7,7.6,-0.6,9.2,5.1,7.6,-16,-61.1
-1,5.5,7.6,-2.2,8.7,6.1,8.8,-16.9,-61.4
-1,5.6,7.7,-0.9,8.6,7.2,8.8,-16.9,-61.4
-1,5.6,7.6,-1.2,7.9,7.9,9.2,-16.9,-61.8
-1,5.6,7.7,-4.3,7.4,8.8,9.2,-16.9,-61.8
-1,5.6,7.7,-5.5,8.1,10.1,9.2,-16.9,-60.2
-1.1,5.4,7.5,-4.2,9,11.2,9.2,-16.9,-60.2
-1.1,5.3,7.5,0.8,8.7,11.8,10.2,-16.5,-60.2
-1,5.6,7.6,9.8,8,12.8,10.2,-16.5,-60.2
-1,5.8,7.7,9.9,7.4,12.7,9.8,-16.8,-60.7
-1,5.9,7.7,5.8,6.8,12.6,9.8,-16.8,-60.7
-0.8,5.6,7.5,3.1,6.9,12.1,10.4,-17.5,-59.8
-1,5.7,7.6,5.9,6.3,11.1,10.4,-17.5,-59.8
-1,5.8,7.7,6.6,5.1,11.9,11.2,-17.9,-60.6
-0.9,6,7.8,5.5,4.6,12.5,11.2,-17.9,-60.6
-0.9,5.9,7.6,2.2,5.6,12.8,10.9,-18.2,-60.2
-0.9,5.8,7.6,1.6,5.8,13.7,10.9,-18.2,-60.2
-1,6,7.6,4.6,5.8,14.2,11.8,-18.9,-59.5
-0.9,6.2,7.7,5.8,5.1,14.8,11.8,-18.9,-59.5
-0.8,6.2,7.8,3.3,5.8,13.6,11.8,-18.9,-59.1
-0.9,6.1,7.6,0.6,6.8,12.2,11.8,-18.9,-59.1
-0.9,6,7.6,3.1,7.2,11.9,11.9,-19.6,-58.8
-0.8,6,7.5,7.2,7.7,11.6,11.9,-19.6,-58.8
-0.9,6.2,7.7,9.2,7.5,11.2,11.2,-19.6,-59.6
-0.8,6.4,7.6,2.9,7.2,10.6,11.2,-19.6,-59.6
-1,6.1,7.5,-1.1,7.1,10.1,12,-20,-59.2
-0.9,6.2,7.5,-0.4,6.9,11.1,12,-20,-59.2
-0.9,6.1,7.5,-0.4,7.6,12.7,12.2,-21.4,-59.2
-0.9,6.1,7.5,3.7,8.1,12.6,12.2,-21.4,-59.2
-1,6.2,7.4,4.7,8.1,11.4,12.4,-21.8,-58.5
-0.9,6.2,7.4,4.6,7.4,11.1,12.4,-21.8,-58.5
-0.9,6.4,7.6,1.5,6.8,9.8,12.5,-21.8,-58.1
-0.9,6.2,7.5,-1.6,6.4,8.8,12.5,-21.8,-58.1
-0.9,6.2,7.4,-2.9,6.2,8.3,11.9,-21.4,-58.9
-0.9,6,7.4,-1.6,6.4,8,11.9,-21.4,-58.9
-0.9,6.2,7.4,0.9,6.7,7.9,13.4,-21.9,-58
-0.9,6.2,7.5,-1.8,6.3,8.4,13.4,-21.9,-58
-0.9,6,7.5,-2.2,6.3,8.4,13.4,-21.8,-58.6
-0.9,6.2,7.4,-1.4,6.1,7.8,13.4,-21.8,-58.6
-0.9,6,7.5,-1.9,7,8.8,13.4,-22.1,-56.6
-0.9,6.1,7.6,1,7.2,8.3,13.4,-22.1,-56.6
-0.8,6.2,7.6,2.1,7.8,7.6,13.9,-21.4,-57.2
-0.9,5.9,7.4,1.8,8.8,8.2,13.9,-21.4,-57.2
-0.9,6.2,7.5,4.1,8.6,8.2,14,-22,-57.8
-1,6.1,7.5,1.1,8.1,10.3,14,-22,-57.8
-1,6.1,7.5,1.1,7.8,10.4,14,-21.7,-57.8
-0.9,6.1,7.3,0.1,8.1,11.1,14,-21.7,-57.8
-0.9,6.1,7.3,1.4,7.9,11.3,15.1,-22.9,-57.8
-0.9,6.4,7.5,2.5,6.4,11.3,15.1,-22.9,-57.8
-1,6.3,7.5,-1.2,6,10.1,15.1,-23.2,-58.1
-0.8,6.1,7.3,-2.9,5.7,9.1,15.1,-23.2,-58.1
-0.9,6.2,7.4,-1.2,5.9,9.4,14.7,-23.5,-56.6
-0.9,6.3,7.4,1.3,6.5,9.9,14.7,-23.5,-56.6
-0.9,6.2,7.4,-0.4,6.4,10.2,15.2,-22.8,-56.9
-0.9,6.2,7.3,-2.5,5.1,9.2,15.2,-22.8,-56.9
-0.9,6.2,7.3,-2.9,4.6,9.8,14.8,-23.1,-57.2
-0.8,6.2,7.3,-2,4.8,10.4,14.8,-23.1,-57.2
-0.9,6.2,7.5,-2.4,4.9,11.6,15.2,-23.5,-57.2
-0.8,6.1,7.3,-1.5,6,11.5,15.2,-23.5,-57.2
-0.9,6,7.3,2.3,5.4,10.4,15.2,-23.5,-56.1
-0.9,6.2,7.2,1.3,3.4,10.4,15.2,-23.5,-56.1
-0.7,6.4,7.4,-2.8,3,10.6,14.9,-23.8,-56.9
-0.8,6,7.3,-6.1,3,11.2,14.9,-23.8,-56.9
-0.7,5.9,7.2,-3.1,3.5,11.7,14.9,-23.9,-56.1
-0.8,5.9,7.2,3.4,3.9,12.9,14.9,-23.9,-56.1
-0.7,6.2,7.3,5.2,3.6,13.2,15.7,-24.2,-56.6
-0.8,6.4,7.5,0.9,3.3,14.9,15.7,-24.2,-56.6
-0.7,6.2,7.3,-1.6,4.2,16.6,15.4,-24.6,-56.6
-0.7,5.9,7.2,2.7,4.8,20.1,15.4,-24.6,-56.6
-0.6,6,7.3,8.6,4.5,21.8,15.8,-24.2,-56.9
-0.6,6.4,7.4,11.4,4.2,20.6,15.8,-24.2,-56.9
-0.5,6.8,7.5,6.2,4.7,19.6,14.6,-25.2,-55.4
-0.5,6.5,7.3,2.6,5.4,18.9,14.6,-25.2,-55.4
-0.4,6.4,7.3,5.2,5.9,18.8,14.4,-26.8,-56.6
-0.5,6.5,7.2,8.1,5.5,18.1,14.4,-26.8,-56.6
-0.5,6.8,7.3,9.4,4.2,16.7,14.8,-26.8,-56.6
-0.3,7,7.4,4.7,3.9,15.1,14.8,-26.8,-56.6
-0.4,7,7.4,-3.8,3.6,12.4,14.8,-26.8,-56.6
-0.4,6.6,7.1,-5.3,2.9,11.1,14.5,-27.8,-56.1
-0.3,6.7,7.3,-3.9,2.6,9.9,14.5,-27.8,-56.1
-0.4,6.5,7.3,-2.7,3.2,8.8,14.6,-27.4,-56.2
-0.3,6.5,7.2,-1.8,3.2,7.9,14.6,-27.4,-56.2
-0.3,6.6,7.3,-0.3,3.3,8.6,14.9,-27.8,-56.2
-0.3,6.6,7.4,-2.4,3,8.5,14.9,-27.8,-56.2
-0.3,6.5,7.3,-6,2.6,7.4,14.6,-27.7,-54.7
-0.3,6.4,7.3,-5.9,2.8,8,14.6,-27.7,-54.7
-0.3,6.3,7.2,-0.6,3.8,8.3,14.7,-28.1,-56.7
-0.3,6.6,7.4,1.6,3.2,8.9,14.7,-28.1,-56.7
-0.2,6.5,7.2,-0.9,3.9,8.5,15,-28.8,-56.7
-0.3,6.4,7.2,-2.3,4,7.4,15,-28.8,-56.7
-0.1,6.3,7.2,-0.3,3.6,6.8,15.1,-28,-57
-0.2,6.5,7.3,2.2,3,7.5,15.1,-28,-57
-0.1,6.7,7.4,1.3,2.4,7.1,14,-27.6,-56.2
-0.1,6.5,7.4,-1,2.5,7,14,-27.6,-56.2
-0.2,6.5,7.5,-1.4,3.2,5.2,14.8,-28.7,-56.2
-0.2,6.4,7.5,-2.4,2.8,5.6,14.8,-28.7,-56.2
-0.1,6.5,7.5,-2.2,3.6,7,14.1,-28,-55.9
-0.2,6.3,7.5,-2.8,4.8,5.9,14.1,-28,-55.9
-0.3,6.2,7.4,-1.8,4.9,6.2,14.9,-28.1,-55
-0.1,6.3,7.4,-0.6,5.1,6.9,14.9,-28.1,-55
-0.1,6.2,7.3,-1.3,5.5,8.3,14.1,-28,-55
-0.2,6.2,7.4,-0.9,5.5,8.9,14.1,-28,-55
-0.2,6.3,7.4,-0.6,5.8,11.1,15.6,-28.1,-56.7
-0.1,6.3,7.3,-0.6,6.2,10.9,15.6,-28.1,-56.7
0,6.2,7.2,0.5,5.9,12.4,14.9,-28.2,-55
-0.1,6.4,7.5,0.4,5.9,12.8,14.9,-28.2,-55
-0.2,6.3,7.5,-0.2,5.9,10.7,14.9,-29.1,-54.2
-0.1,6.3,7.2,-0.2,5.7,10.4,14.9,-29.1,-54.2
-0.1,6.3,7.5,0.5,6.2,11.9,15.7,-28.7,-54.7
-0.1,6.4,7.3,-0.8,6.5,11.1,15.7,-28.7,-54.7
-0.1,6.3,7.3,-4.4,6,10.9,15,-29,-54.2
0,6.2,7.4,-3.8,5.2,11.1,15,-29,-54.2
-0.1,6.2,7.4,-2.5,5.2,11.3,14.2,-29.4,-54.7
-0.1,6.2,7.4,-3.6,5.1,11.6,14.2,-29.4,-54.7
0,6.1,7.2,-2.5,5.3,12.6,14.2,-29.1,-55
0,6.1,7.2,2.5,6.3,14.2,14.2,-29.1,-55
0,6.3,7.3,4.1,5.6,14.4,15.1,-29.1,-55.4
0,6.4,7.3,2.6,5.1,14.4,15.1,-29.1,-55.4
0,6.3,7.5,0.2,4.9,14.6,15.1,-29.8,-54.9
0.1,6.4,7.5,-0.8,5.3,13.9,15.1,-29.8,-54.9
0.2,6.1,7.2,-1.7,5.9,13.6,15.1,-30.2,-53.8
0.2,6,7.3,3.5,6.2,15.3,15.1,-30.2,-53.8
0.1,6.5,7.4,6.1,5.6,16.2,14.7,-30.9,-55
0.2,6.6,7.5,2.4,6.1,16.8,14.7,-30.9,-55
0.1,6.2,7.2,1.2,6.6,16.2,14.8,-30.9,-54.7
0.1,6.3,7.2,5.2,6.1,16,14.8,-30.9,-54.7
0.2,6.7,7.4,6.2,5.9,16,14.4,-31.6,-55
0.2,6.6,7.3,2,5.1,14.8,14.4,-31.6,-55
0.2,6.6,7.3,-0.2,4.2,13.5,14.5,-31.2,-53.5
0.2,6.5,7.3,-1.2,4.2,12.1,14.5,-31.2,-53.5
0.3,6.4,7.2,0.1,4.4,11.1,14.1,-32,-53
0.3,6.4,7.3,2.6,4.9,11.6,14.1,-32,-53
0.2,6.5,7.2,3.9,4.5,11.4,14.1,-32.7,-53.1
0.3,6.7,7.4,-0.8,3.4,11.3,14.1,-32.7,-53.1
0.4,6.4,7.2,-2.9,3.2,10.8,13.9,-32.7,-53.9
0.4,6.2,7.1,1.8,4.1,11.4,13.9,-32.7,-53.9
0.4,6.4,7.1,4.4,4.3,11.9,13.5,-33.1,-53.9
0.5,6.4,7.2,2.3,2.7,10.4,13.5,-33.1,-53.9
0.2,6.6,7.3,2.1,3.9,11.3,14.2,-33.1,-53.4
0.4,6.5,7.2,-2.1,3.1,10.5,14.2,-33.1,-53.4
0.5,6.3,7.2,1.6,3.4,10.9,13.6,-33.1,-52.7
0.4,6.7,7.3,4.1,2.7,11.5,13.6,-33.1,-52.7
0.5,6.8,7.4,-0.3,2.8,10.3,14,-34.2,-53.9
0.4,6.3,7.3,-3.2,2.8,10.2,14,-34.2,-53.9
0.5,6.5,7.3,1.5,2.6,8.2,13.2,-33.8,-52.7
0.5,6.5,7.4,1.6,2.8,8.4,13.2,-33.8,-52.7
0.6,6.5,7.4,-0.1,2.8,8,13.2,-34.2,-53.1
0.6,6.5,7.3,-2.8,3.6,7.7,13.2,-34.2,-53.1
0.6,6.2,7.4,-2.1,3.9,8.9,13.2,-34.2,-53.1
0.5,6.3,7.3,2.8,4.8,10.9,13.2,-34.2,-53.1
0.6,6.4,7.2,5.6,5.5,11,12.9,-34.5,-53.5
0.5,6.6,7.4,6.3,5.5,10.7,12.9,-34.5,-53.5
0.6,6.7,7.3,4.8,5.2,9.5,13.2,-35.2,-52.7
1,6.3,7.2,-3,5.2,4.3,13.2,-35.2,-52.7
0.5,6.2,7.2,-1.2,4.4,9.2,13,-36,-53.5
0.8,6.5,7.2,2.9,3.6,5.5,13,-36,-53.5
0.8,6.5,7.2,1.6,3.8,6.6,13.4,-34.8,-52.2
0.8,6.6,7.2,0.2,4.3,8.9,13.4,-34.8,-52.2
0.7,6.4,7.4,-0.7,5,10.1,13.4,-36.2,-52.2
0.7,6.6,7.6,3.2,5.3,9.8,13.4,-36.2,-52.2
0.9,6.7,7.7,2.7,6.5,8.1,13.5,-35.6,-52.2
0.6,6.5,7.7,0.8,8.6,6.7,13.5,-35.6,-52.2
0.5,6.4,7.5,0.5,9.3,4.8,13.5,-36.2,-52.7
0.8,6.6,7.5,-3.3,10.1,3.5,13.5,-36.2,-52.7
0.7,6.3,7.5,-5.1,10.7,6.8,13.1,-36.2,-51.9
0.3,6.5,7.5,-3.9,11.2,9,13.1,-36.2,-51.9
0.7,6.4,7.4,-6.1,11.2,8.2,13.9,-36.7,-51.9
0.4,6.3,7.3,-2.8,12.3,10.1,13.9,-36.7,-51.9
0.6,6.5,7.2,-0.8,12.1,9.6,14,-35.9,-52.7
0.5,6.6,7.2,-0.6,12.1,9.3,14,-35.9,-52.7
0.6,6.5,7.1,-1.1,10.6,9.5,13.6,-35.6,-51.9
0.4,6.6,7.1,-2.7,10.1,8.4,13.6,-35.6,-51.9
0.7,6.4,7,-2.9,9.8,8.2,15.1,-36.7,-52.7
0.4,6.4,7.1,-0.8,9.7,7.2,15.1,-36.7,-52.7
