"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
0.4,6.5,7,-2.2,9.1,6.9,15.1,-36.2,-51.1
0.4,6.5,7,-6.6,8.1,5.4,15.1,-36.2,-51.1
0.4,6.1,6.8,-6.1,6.6,5.8,14.7,-35.8,-51.5
0.6,6.1,6.9,-4.6,5.4,8.3,14.7,-35.8,-51.5
0.3,6.2,7,-6.2,5.3,7.2,15.9,-35.6,-51.5
0.2,6.2,7.1,-10.2,3.8,8,15.9,-35.6,-51.5
0.3,6.1,7.2,-13.6,4.4,8.6,15.1,-35.1,-51.6
0.3,5.8,7,-11.6,3.5,10.2,15.1,-35.1,-51.6
0.4,5.7,7,-3.1,2.3,12.7,15.1,-35.1,-51.6
0.5,5.9,7.1,3.6,2.1,13.5,14.4,-35.5,-51.2
0.3,6.3,7.2,3.5,0.1,14.1,14.4,-35.5,-51.2
0.5,6.5,7.4,0.4,-0.5,13.1,15.2,-35.5,-51.9
0.5,6.5,7.5,-2.8,-0.4,10.8,15.2,-35.5,-51.9
0.5,6.5,7.6,-3.7,0.1,9.1,14.5,-35.1,-52.2
1,6.3,7.5,-0.9,-1.8,12.2,14.5,-35.1,-52.2
0.6,6.5,7.6,2.6,0.3,8.6,13.7,-35.5,-52.7
0.6,6.5,7.6,3.9,0.6,6.8,13.7,-35.5,-52.7
0.7,6.5,7.5,4.2,0.7,5.8,14.8,-36.2,-52.7
0.6,6.6,7.6,3.4,1.2,5.1,14.8,-36.2,-52.7
0.7,6.5,7.5,-0.9,0.5,4.9,13.7,-36.2,-51.5
0.6,6.4,7.5,-1.3,0.8,4.1,13.7,-36.2,-51.5
0.8,6.2,7.4,-0.4,0,5.1,13.7,-35.8,-50.7
0.7,6.4,7.5,3.4,1.2,4.4,13.7,-35.8,-50.7
0.5,6.6,7.5,3.2,1.2,3.5,13.2,-37.2,-51.1
0.7,6.6,7.6,-2.4,2.2,-2.4,13.2,-37.2,-51.1
0.8,6.3,7.5,1.4,0.2,4.2,12.8,-37,-51.9
0.7,6.4,7.6,0.5,-0.1,1.8,12.8,-37,-51.9
0.9,6.3,7.5,1.1,1.2,0.9,13.4,-37.7,-51.9
0.8,6.3,7.4,1.8,1.2,1.1,13.4,-37.7,-51.9
0.7,6.4,7.5,2.3,0.2,2.2,13.4,-36.6,-51.9
0.8,6.3,7.4,0.1,-0.1,0.2,13.4,-36.6,-51.9
0.7,6.3,7.4,-1.2,-0.8,-0.1,13.1,-36.6,-49.9
0.7,6.2,7.5,-1.7,-0.4,0.1,13.1,-36.6,-49.9
0.8,6.2,7.6,0.6,-0.1,0.7,13.1,-37,-52.2
0.8,6.2,7.5,1.1,1.1,1.2,13.1,-37,-52.2
0.8,6.1,7.4,3.3,1.6,1.9,12.8,-36.2,-50.7
0.7,6.3,7.3,3,1.2,1.8,12.8,-36.2,-50.7
0.8,6.3,7.2,1.4,0.2,1.6,13.4,-37,-52.2
0.8,6.2,7.2,0.8,-0.2,1.4,13.4,-37,-52.2
0.8,6.3,7.3,1.6,-0.9,1.4,13.4,-38.1,-51.5
0.8,6.3,7.2,0.7,-1.5,1.7,13.4,-38.1,-51.5
0.9,6.2,7.2,0.5,-1.4,0,12.8,-37,-51.9
0.8,6.2,7.3,3.1,-2.3,-0.3,12.8,-37,-51.9
0.8,6.4,7.4,4.1,-3.1,-0.7,12.8,-37.7,-51.1
0.9,6.3,7.2,0.7,-3.6,-0.1,12.8,-37.7,-51.1
0.9,6.3,7.3,-0.2,-3.3,0.1,13.1,-38.1,-51.9
0.9,6.3,7.4,1.1,-3.9,0.4,13.1,-38.1,-51.9
0.8,6.3,7.5,1.7,-4.4,0.9,12.8,-37.7,-51.1
0.9,6.4,7.5,0.9,-3.5,0.1,12.8,-37.7,-51.1
0.9,6.2,7.5,0.8,-2.6,0.2,11.6,-37.2,-51.5
0.9,6.5,7.7,2,-2.9,0.8,11.6,-37.2,-51.5
1,6.4,7.5,-0.6,-2.8,1.2,12.4,-37.7,-51.5
0.9,6.2,7.4,-0.6,-2,0.2,12.4,-37.7,-51.5
1,6.3,7.5,1.7,-2,0.6,12.4,-38.1,-51.1
1,6.4,7.5,2.6,-1,1.1,12.4,-38.1,-51.1
1,6.4,7.4,1,-1.3,1.1,12.4,-38.5,-51.1
1,6.4,7.4,-1,-1.6,1.1,12.4,-38.5,-51.1
1,6.3,7.4,-0.7,-1.6,0.8,12.4,-38.1,-52.2
1,6.3,7.3,-0.2,-1.7,1.2,12.4,-38.1,-52.2
1,6.3,7.3,1.7,-1.3,1.2,12.4,-38.1,-51.9
1,6.5,7.4,3.2,-1.2,1.8,12.4,-38.1,-51.9
1,6.4,7.4,0.9,-1.3,2,12.8,-38.5,-52.7
1,6.5,7.4,0.6,-2.2,1.6,12.8,-38.5,-52.7
1,6.5,7.5,-1.6,-1.8,1.8,12.4,-38.1,-52.2
1,6.4,7.5,-2.4,-1.5,1.4,12.4,-38.1,-52.2
1.1,6.5,7.5,-1.4,-0.7,2.5,12,-38.8,-51.5
1.1,6.3,7.3,1.4,0.6,1.9,12,-38.8,-51.5
1,6.4,7.4,3,0.2,1.6,13.4,-37.7,-51.9
1.1,6.8,7.7,-1.8,-0.1,1.4,13.4,-37.7,-51.9
1,6.5,7.4,-5.4,-0.1,-0.5,11.2,-37.6,-50.6
1.1,6.1,7.2,-6.2,0.2,-1.8,11.2,-37.6,-50.6
1.1,6.2,7.4,-0.7,0.1,-1.1,10.9,-38.8,-51.5
1.1,6.6,7.5,-0.8,0.1,-0.4,10.9,-38.8,-51.5
1,6.2,7.2,-3.5,0.3,-0.6,11.2,-37.7,-53.1
1,6.2,7.3,-1.1,0.2,-0.7,11.2,-37.7,-53.1
1,6.5,7.5,-1.1,-0.9,0.6,12,-38.5,-52.2
1,6.4,7.2,-3.4,-0.6,0.1,12,-38.5,-52.2
1,6.1,7.2,-4.8,0.4,-0.3,11.6,-38.1,-51.9
1,6.4,7.5,-0.7,-0.9,0.8,11.6,-38.1,-51.9
1,6.4,7.3,-2.5,-0.6,0,11.6,-37,-51.9
1,6.1,7.3,-3.6,-0.8,-0.8,11.6,-37,-51.9
1,6.2,7.4,0,-1,0,11.6,-37.2,-51.9
1,6.4,7.4,-0.6,-1.8,0.1,11.6,-37.2,-51.9
1,6.3,7.4,-3.5,-1.8,-0.1,10.9,-37,-53.5
1,6.2,7.4,-3.4,-1.5,0,10.9,-37,-53.5
1,6.2,7.3,-1.6,-1.5,0.2,10.9,-38.5,-52.2
1,6.4,7.5,-1.1,-2.1,0.4,10.9,-38.5,-52.2
1.1,6.3,7.4,-2.8,-1.9,0.1,11.6,-37.2,-53.1
1.1,6.1,7.2,-3.8,-2,-0.3,11.6,-37.2,-53.1
1.1,6.1,7.2,-2.4,-2.9,0.2,12,-37.2,-53.5
1.1,6.3,7.3,-2.4,-4.2,0.6,12,-37.2,-53.5
1,6,7.2,-3.1,-4.5,0.8,11.2,-37.2,-52.2
1.1,6.2,7.2,1,-4.8,0.4,11.2,-37.2,-52.2
1.1,6.2,7.4,0.9,-4.7,1.1,10.1,-37.2,-53.9
1.1,6.3,7.4,-0.6,-5,0.7,10.1,-37.2,-53.9
1.2,6.1,7.4,-2.6,-4.9,0.8,10.5,-37,-52.7
1.2,6.1,7.4,-0.6,-5.1,0.2,10.5,-37,-52.7
1.2,6.3,7.6,0.1,-5.4,1.1,10.5,-37.2,-53.5
1.2,6.3,7.7,-2.7,-4.7,0.8,10.5,-37.2,-53.5
1.2,6.2,7.6,-4.1,-4.1,0.5,10.1,-37,-52.2
1.3,6,7.5,-3,-3.4,0.6,10.1,-37,-52.2
1.2,6.2,7.6,-1.1,-3.2,0.6,10.5,-36.6,-54.7
1.3,6.2,7.5,-1.8,-3.6,0.8,10.5,-36.6,-54.7
1.3,5.9,7.3,-1.5,-3.1,0.8,9.4,-37,-54.2
1.3,6,7.4,0.7,-3.8,1.6,9.4,-37,-54.2
1.3,6.2,7.5,-0.6,-4.5,1.6,9.5,-37.2,-53.9
1.4,6.1,7.4,-1.6,-4.2,1.2,9.5,-37.2,-53.9
1.4,6.1,7.4,-0.9,-4,1.3,9.9,-36.6,-54.7
1.4,6.1,7.5,1.1,-3.5,1.6,9.9,-36.6,-54.7
1.4,6.1,7.5,2.1,-3.7,1.1,8.7,-37.2,-53.9
1.4,6.3,7.5,0.7,-4.2,0.9,8.7,-37.2,-53.9
1.4,6.2,7.5,-2.1,-4,0.6,8.7,-37,-53.9
1.4,6.1,7.6,-1.1,-4.1,0.6,8.7,-37,-53.9
1.5,6.2,7.7,-1,-3.3,1.4,9.1,-36.6,-54.7
1.4,6.3,7.8,-2.8,-3,1.6,9.1,-36.6,-54.7
1.5,6.3,7.9,-6.4,-1.8,1.6,9.1,-36.6,-54.7
1.5,6,7.7,-5,-0.8,1.2,9.1,-37,-53.1
1.5,6.1,7.9,0.3,-0.1,1.9,9.1,-37,-53.1
1.5,6.4,7.8,-0.6,1,1.8,8.4,-37,-54.2
1.5,6.1,7.6,-2.4,1.6,0.9,8.4,-37,-54.2
1.5,6,7.6,-1.2,1.8,0.2,8.4,-36.6,-53.8
1.5,6.1,7.7,0.6,1.4,-0.1,8.4,-36.6,-53.8
1.5,6.3,7.7,-2,1.6,-0.1,8.4,-37.2,-54.2
1.5,5.9,7.4,-4.1,2.6,0.1,8.4,-37.2,-54.2
1.4,6,7.6,-0.8,2.1,0.4,8.7,-36.2,-54.6
1.4,6.2,7.6,-0.7,2,0.6,8.7,-36.2,-54.6
1.5,5.7,7.2,-2.6,2.5,0.3,8.7,-36.6,-54.2
1.4,6,7.4,0.2,1.7,0.8,8.7,-36.6,-54.2
1.4,6.1,7.5,-0.4,0.3,2.2,8.4,-36.6,-54.2
1.4,5.9,7.3,-2.2,0.1,0.4,8.4,-36.6,-54.2
1.5,5.8,7.2,-1.9,-0.4,0.4,9.1,-36.2,-54.2
1.4,5.9,7.4,0.5,-1.1,0.9,9.1,-36.2,-54.2
1.5,5.9,7.3,-0.6,-2.1,0.2,8.4,-35.8,-53
1.6,5.8,7.4,-2.6,-1.9,0.9,8.4,-35.8,-53
1.5,5.7,7.3,1.4,-2.7,2.7,8.7,-36.6,-53
1.5,6,7.5,2,-3.5,2.9,8.7,-36.6,-53
1.5,5.9,7.5,-0.4,-3.3,3.1,8,-37,-54.9
1.5,5.9,7.4,0.8,-3.5,3.1,8,-37,-54.9
1.5,6,7.4,0.9,-3.9,3.6,8,-36.2,-54.9
1.6,5.9,7.4,0.3,-4.1,3.8,8,-36.2,-54.9
1.6,5.9,7.4,1.4,-3.8,4.4,8,-35.5,-53.8
1.6,6,7.5,1.8,-4.1,4.9,8,-35.5,-53.8
1.7,6.1,7.4,0.5,-4.1,5.1,8.4,-36.2,-54.6
1.7,6,7.4,-0.8,-4.2,4.8,8.4,-36.2,-54.6
1.6,6,7.5,0.6,-4.7,4.2,7.2,-36.6,-54.6
1.8,6.2,7.6,1.4,-4.9,3.9,7.2,-36.6,-54.6
1.8,6.1,7.5,0.7,-4.6,4.1,7.2,-36.6,-54.2
1.8,6.1,7.5,0.5,-4.6,3,7.2,-36.6,-54.2
1.8,6.2,7.7,-0.2,-4.8,3.1,7.2,-37,-53.8
1.8,6.3,7.8,-1.8,-4.4,2.7,7.2,-37,-53.8
1.8,6.1,7.7,-5.4,-3.4,2.2,6.5,-37,-54.9
1.8,6,7.6,-5.6,-2.7,2.4,6.5,-37,-54.9
2,5.8,7.5,-3.8,-2.3,2.7,6.1,-37.2,-53.8
1.9,6,7.5,0.2,-2.4,3.3,6.1,-37.2,-53.8
2,6.1,7.6,-1.7,-2.6,3.7,5.4,-37,-55.8
2,6,7.6,-3.5,-2.4,3.6,5.4,-37,-55.8
1.9,5.9,7.5,-4.2,-2.8,3.2,6.1,-37.7,-55.4
2,5.9,7.5,-4,-2.4,3.2,6.1,-37.7,-55.4
2,5.9,7.6,-4.6,-2.8,3.2,5.4,-36.6,-56.1
2,5.9,7.5,-5.5,-2.6,2.9,5.4,-36.6,-56.1
2.1,5.7,7.4,-4.9,-2.2,3.4,4.7,-36.6,-55.4
2,5.6,7.3,-0.2,-2.8,4.3,4.7,-36.6,-55.4
2.1,5.9,7.5,0.9,-3.2,5.4,5.8,-36.2,-56.1
2.1,5.9,7.6,-1.8,-3.4,5.3,5.8,-36.2,-56.1
2,5.8,7.4,-2.8,-3.4,4.8,4.2,-35.8,-55.8
2.1,5.8,7.5,-2.8,-3.8,4.1,4.2,-35.8,-55.8
2.1,6,7.8,-2.2,-3.8,4.1,3.9,-36.6,-56.1
2.2,6,7.8,-6.6,-3.6,3.2,3.9,-36.6,-56.1
2.2,5.8,7.8,-9.8,-2.8,2.7,4.4,-36.2,-54.6
2.2,5.7,7.9,-7.2,-1.6,3.2,4.4,-36.2,-54.6
2.2,5.7,7.7,-3.1,-0.9,2.7,3.2,-35.5,-56.6
2.2,5.8,7.7,1.4,0.1,1.4,3.2,-35.5,-56.6
2.2,5.9,7.6,2.2,-0.1,0.6,3.9,-36.6,-57.8
2.2,5.9,7.6,7.1,-0.5,-1.2,3.9,-36.6,-57.8
2.2,6.2,7.7,7.9,-0.8,-3.1,3.6,-35.8,-56.1
2.2,6.3,7.7,5.3,0.4,-4.4,3.6,-35.8,-56.1
2.2,6.4,7.7,0.5,0.7,-5.4,4.4,-36.2,-56.6
2.1,6.1,7.8,-1.6,0.9,-6.6,4.4,-36.2,-56.6
2.1,6.1,7.7,-1.2,1.2,-8.1,3.6,-36.6,-55.4
2.1,6,7.7,-1.2,1.8,-8.7,3.6,-36.6,-55.4
2.1,6,7.7,0.4,1.8,-9.2,4.4,-36.6,-55.8
2.1,6,7.5,2.4,2,-9.2,4.4,-36.6,-55.8
2,5.9,7.3,8.1,2.5,-9.9,4.8,-36.2,-56.2
2,6.2,7.3,11.4,2.1,-10.3,4.8,-36.2,-56.2
2,6.5,7.4,7.2,0.6,-10.8,4.8,-36.2,-55.4
1.9,6.6,7.5,-0.7,-0.6,-11.4,4.8,-36.2,-55.4
2,5.9,7.1,-10.1,-0.7,-12.4,5.1,-36.2,-55.8
1.8,5.6,7,-3.2,-0.9,-12.8,5.1,-36.2,-55.8
1.8,6.3,7.3,5.2,-1.4,-12.4,5.1,-35.8,-56.6
1.7,6.3,7.3,4.1,-1.9,-12.6,5.1,-35.8,-56.6
1.8,6.5,7.4,1.6,-2.8,-14.6,5.5,-35.1,-55.8
1.7,6.5,7.4,-3.6,-4,-15.8,5.5,-35.1,-55.8
1.7,6.2,7.4,-5.2,-3.5,-16.8,6.7,-35,-55.8
1.4,6,7.5,2.1,-3.6,-17.9,6.7,-35,-55.8
1.5,6.6,7.9,9,-4.1,-17.8,6,-35.5,-54.8
1.7,6.9,8,2.4,-2.7,-16.8,6,-35.5,-54.8
1.7,6.5,7.8,-4.4,-0.9,-17.3,7.8,-35,-54.1
1.3,6.1,7.5,-4.7,1,-19.5,7.8,-35,-54.1
1.5,6.2,7.4,0.4,0.6,-22.8,7.1,-35.8,-55.7
1.7,6.3,7.3,-0.1,-0.2,-26.3,7.1,-35.8,-55.7
1.5,5.9,7,-0.7,-0.6,-25.9,8.2,-34.2,-54.5
1.4,6.1,7.1,1.9,-2.8,-23.4,8.2,-34.2,-54.5
1.5,6,7,-0.4,-4,-22.6,9.4,-34.2,-54.8
1.3,5.9,6.8,-1.4,-5.5,-22.6,9.4,-34.2,-54.8
1.2,6.2,7.2,-2.9,-7.4,-23.6,10.2,-33.2,-55.2
1.2,6.1,7.3,-6.6,-9.1,-22.6,10.2,-33.2,-55.2
1,6,7.6,-5.5,-9.8,-22.1,9.9,-33.7,-55.2
1.2,6.4,8,-5.6,-8.3,-19.1,9.9,-33.7,-55.2
1.3,6.3,7.9,-8.2,-4.8,-17.2,10.2,-32.2,-56
1,6.3,7.9,-10,-1.8,-14.7,10.2,-32.2,-56
1.1,6.2,7.5,-8.6,-1.7,-17,10.7,-32.2,-55.8
1,6.2,7.4,-4.5,-3.2,-20.5,10.7,-32.2,-55.8
1.1,6.1,7.3,-2,-4.7,-24.1,10.8,-31.4,-55.8
1.1,6.1,7.2,0.1,-6.7,-25.6,10.8,-31.4,-55.8
1.1,6.1,7.5,-0.4,-7.1,-24.6,11.6,-31,-55.8
1.1,6,7.2,-3.3,-8,-24.8,11.6,-31,-55.8
1.1,5.9,7.1,-5.9,-8.8,-24.7,12.1,-30.7,-56.6
1,5.9,7.4,-7.2,-10.3,-24.1,12.1,-30.7,-56.6
1,5.9,7.5,-10.8,-11.5,-23.2,11.2,-29.5,-56.1
1.1,5.7,7.6,-11.4,-11.4,-22.6,11.2,-29.5,-56.1
0.9,5.5,7.7,-6.3,-9.6,-20.6,12.5,-29.4,-56.1
0.8,5.7,7.8,0.1,-9.6,-18,12.5,-29.4,-56.1
0.8,6.3,8.2,-7.2,-8.9,-17.4,11.8,-28.4,-56.6
0.7,6,8,-14.9,-7.9,-18.6,11.8,-28.4,-56.6
0.9,5.5,7.6,-13.7,-7.2,-18.4,12.2,-27.9,-56.7
0.9,5.4,7.5,-2.2,-7.5,-17,12.2,-27.9,-56.7
1,6,7.7,2.9,-7.6,-14.6,12.2,-27.9,-56.7
0.8,6,7.7,1.3,-8.3,-15.2,12.2,-26.4,-58.2
0.7,5.8,7.7,1,-8.7,-18.2,12.2,-26.4,-58.2
0.8,5.8,7.8,1,-9.2,-18.6,12.4,-26.1,-59
0.9,5.8,7.8,1.3,-7.4,-19.1,12.4,-26.1,-59
0.7,5.7,7.8,2,-7.7,-17.5,12.5,-26.4,-58.7
0.8,5.9,7.8,0.9,-7.8,-16.1,12.5,-26.4,-58.7
0.6,5.8,7.8,-3.5,-8.1,-14.1,12.2,-26.5,-57.5
0.8,5.7,7.7,-3.6,-8.1,-13.8,12.2,-26.5,-57.5
0.6,5.5,7.7,2.1,-7.5,-12.7,12.6,-25.7,-58.8
0.7,6.1,8,5.4,-7.8,-12.5,12.6,-25.7,-58.8
0.6,6,7.9,-3.1,-7.1,-13,12.7,-26.1,-59.1
0.7,5.7,7.7,-5.4,-7.5,-13.2,12.7,-26.1,-59.1
0.6,5.5,7.7,5.8,-6.4,-12.1,11.9,-26.1,-58.8
0.7,6.3,7.9,7.1,-7.1,-11.6,11.9,-26.1,-58.8
0.5,6.1,7.8,-2.6,-5.9,-10.8,13.4,-25.4,-56.8
0.5,5.8,7.8,-5.6,-6.6,-11.9,13.4,-25.4,-56.8
0.6,5.6,7.6,1.5,-6.5,-12.6,12.2,-26.2,-59.1
0.6,5.9,7.8,3.6,-6.2,-13.1,12.2,-26.2,-59.1
0.7,5.9,7.7,3.3,-5.6,-12.8,11.8,-25.5,-58.8
0.5,6,7.9,2.6,-5.6,-12.1,11.8,-25.5,-58.8
0.6,6,7.8,-0.6,-5.9,-11.9,12.7,-24.6,-59.5
0.6,5.7,7.7,-2.7,-5.8,-11.8,12.7,-24.6,-59.5
0.5,5.8,7.8,-0.6,-5.4,-10.9,11.9,-25.5,-57.5
0.6,6,8,-1.1,-5.8,-10.4,11.9,-25.5,-57.5
0.6,6,7.9,-5.2,-4.4,-8.6,11.9,-24.6,-59.1
0.7,5.6,7.6,-1.9,-3.7,-7.1,11.9,-24.6,-59.1
0.6,5.8,7.6,7.9,-2.6,-6.5,13,-25.7,-59.5
0.5,6.1,7.7,7.9,-3.7,-6.4,13,-25.7,-59.5
0.4,6.5,7.9,3.2,-4.6,-9.4,11.9,-25.5,-58.8
0.6,6.1,7.6,-1.5,-4.2,-10.4,11.9,-25.5,-58.8
0.5,6,7.5,-0.1,-4.1,-11,12.7,-24.6,-59.1
0.4,6.2,7.7,-0.4,-4.2,-11.2,12.7,-24.6,-59.1
0.5,6.1,7.7,-2.2,-4.8,-12.6,11.5,-25.5,-58.7
0.4,5.8,7.5,-0.3,-4.8,-13.4,11.5,-25.5,-58.7
0.4,6.2,7.8,1.7,-5.4,-12.8,13,-25,-59.5
0.6,6.3,7.7,-2.4,-5.2,-11.9,13,-25,-59.5
0.6,6.1,7.6,-5.1,-4.1,-10.4,11.9,-24,-58.7
0.4,5.7,7.4,2.3,-4.1,-9.6,11.9,-24,-58.7
0.3,6.2,7.6,9.6,-4.5,-9.8,11.9,-24.2,-58.2
0.2,6.5,7.9,8.6,-5.2,-12,11.9,-24.2,-58.2
0.3,6.4,7.7,2.3,-5.1,-14.9,11.2,-25,-58.2
0.4,6.2,7.6,-1.6,-4.9,-15.2,11.2,-25,-58.2
0.1,6.2,7.8,-1.3,-5.2,-14.7,11.9,-24.6,-58.2
0.1,6.3,7.8,-4.2,-6.7,-16.1,11.9,-24.6,-58.2
0.5,6,7.4,-6.5,-5.9,-15.9,13,-24.2,-58.8
0.2,5.7,7.5,0.7,-5.8,-14.1,13,-24.2,-58.8
0.1,6.2,7.6,5.9,-6.2,-13.8,11.5,-24.2,-59.1
0.2,6.5,7.8,2,-6.8,-13.7,11.5,-24.2,-59.1
0.2,6,7.5,-5.6,-6.2,-14.3,11.2,-23.5,-59.1
0.2,5.7,7.4,-0.6,-6.4,-15.2,11.2,-23.5,-59.1
0.2,6.1,7.7,5.9,-5.9,-14.2,12.4,-22.6,-60
0.1,6.3,7.6,3,-7.1,-12.8,12.4,-22.6,-60
0.3,6.3,7.6,-0.9,-7.1,-11.8,12.4,-23.1,-58.8
0,5.8,7.5,-0.6,-7.2,-12.6,12.4,-23.1,-58.8
0.3,6.3,7.6,1.9,-8.3,-14.7,11.6,-23.5,-58.8
0.4,6.2,7.6,-2.3,-6.6,-14.1,11.6,-23.5,-58.8
0.1,5.6,7.5,-2.9,-7.4,-14.1,12.4,-23.5,-58.8
0.3,5.9,7.7,3.5,-8.4,-12.8,12.4,-23.5,-58.8
0.2,5.9,7.7,3.8,-7.5,-11.1,12,-22.7,-59.5
0.2,6,7.8,1.9,-7.6,-9.6,12,-22.7,-59.5
0.2,6.1,7.8,-1,-6.4,-6.5,12,-22.7,-60.7
0.1,6,7.9,-2.8,-6.3,-6,12,-22.7,-60.7
0.2,5.9,7.7,-2.1,-5.9,-6.6,12.5,-22.7,-59.9
0.2,6.3,7.8,-0.4,-5.2,-5.5,12.5,-22.7,-59.9
0.1,6.3,7.8,-2.9,-5,-5.9,10.6,-22.8,-60.2
0.2,6.1,7.5,-3.6,-5.1,-7.9,10.6,-22.8,-60.2
0.2,6,7.5,0.9,-4.5,-9.9,11.7,-22.7,-59
0.1,6.4,7.7,2.3,-4.9,-10.5,11.7,-22.7,-59
0.1,6.3,7.7,-2.7,-5.3,-10.8,11.7,-22,-59.4
0.2,6,7.5,-3.8,-5.8,-11.1,11.7,-22,-59.4
0.2,5.9,7.4,-0.4,-5.6,-10.7,11.4,-22,-60.2
0,6.5,7.8,4.9,-5.6,-10.2,11.4,-22,-60.2
0.1,6.6,7.8,0.6,-5.8,-11,11,-21.6,-59.9
0,5.8,7.5,-8,-6.1,-12.9,11,-21.6,-59.9
0.1,5.7,7.3,-2.7,-6.6,-13.9,11,-22.4,-59.4
0,6.2,7.6,7.3,-6.1,-13.1,11,-22.4,-59.4
0.1,6.2,7.6,5.2,-7.2,-11.9,11,-21.2,-60.2
0.1,6.3,7.5,-2.5,-7.3,-11.4,11,-21.2,-60.2
-0.1,5.9,7.5,-6.6,-8.2,-10.3,11.7,-21.2,-61
0.1,6.2,7.6,-1.2,-8.4,-11.3,11.7,-21.2,-61
0,6.1,7.6,0.1,-7.8,-11.5,9.9,-21,-60.2
0,6.2,7.7,-1.2,-8.4,-12.7,9.9,-21,-60.2
0.1,6.1,7.6,-2.6,-8.4,-13.4,9.5,-21.2,-60.2
0.1,5.9,7.6,-1.1,-8.4,-13.8,9.5,-21.2,-60.2
0.1,6.2,7.7,2,-7.8,-13.3,11,-20.5,-61.9
0,6.3,7.8,-1.7,-8.5,-13,11,-20.5,-61.9
0,6,7.6,-3.4,-8.6,-13.9,10.2,-20.1,-61
0,5.9,7.5,0.3,-8.4,-15.6,10.2,-20.1,-61
0.1,6.1,7.8,4,-8.9,-15.7,9.6,-20.5,-61
0.1,6.4,7.8,4.4,-8.2,-15.9,9.6,-20.5,-61
0.1,6.2,7.7,-1,-8.4,-16.1,8.8,-20.9,-60.2
0,6.1,7.8,-1.2,-8,-15.2,8.8,-20.9,-60.2
0,6,7.7,0.1,-7.6,-15.8,9.6,-19.4,-61.1
0,6,7.5,3.5,-7.7,-16.9,9.6,-19.4,-61.1
0,6.3,7.9,5.8,-7.6,-17.4,9.6,-19.4,-61
0,6.5,7.9,0.1,-8,-18.8,9.6,-19.4,-61
0,6,7.6,-5,-7.1,-19,9.7,-20.1,-61
-0.1,6,7.6,-0.6,-7.8,-20.4,9.7,-20.1,-61
0,6.2,7.7,3.4,-7.4,-20.8,9.7,-20.1,-61
-0.2,6.2,7.6,2.9,-7.8,-22.3,9.7,-20.1,-61
-0.1,6.3,7.9,1.2,-7.8,-21.8,9.6,-19.1,-61.4
-0.1,6.2,7.7,-1.2,-7.4,-21.6,9.6,-19.1,-61.4
-0.1,6.1,7.8,-2.2,-5.9,-21.2,9.2,-19.4,-61
-0.4,5.8,7.7,2.2,-6,-22.5,9.2,-19.4,-61
-0.2,5.9,7.6,5.1,-5.5,-22.8,9.7,-19.4,-61.9
-0.4,6.1,7.8,5.8,-6.1,-22.8,9.7,-19.4,-61.9
-0.2,6.3,7.8,-1.7,-6.4,-21.6,9.7,-19.4,-61.9
-0.3,5.9,7.6,-5.7,-5.1,-19.5,9.7,-19.2,-62.2
-0.5,5.6,7.5,1.3,-5.2,-16.9,9.7,-19.2,-62.2
-0.4,6,7.7,5.9,-5.9,-14.4,9.7,-18.8,-60.7
-0.5,6.2,7.7,4.1,-5.2,-15.6,9.7,-18.8,-60.7
-0.6,6.2,7.6,0.9,-5.4,-15.9,10.4,-18.4,-61.9
-0.4,6.2,7.5,0.1,-5.2,-15.8,10.4,-18.4,-61.9
-0.6,6.2,7.6,0.2,-4.9,-14.3,9.7,-18.8,-62.6
-0.7,6.1,7.5,0.8,-5.1,-14.1,9.7,-18.8,-62.6
-0.6,6.2,7.5,2.4,-6.1,-14.9,9.8,-17.7,-59.8
-0.6,6.3,7.6,0.8,-6.1,-15.4,9.8,-17.7,-59.8
-0.7,6.1,7.5,-1,-6.8,-17,9.8,-18.4,-60.9
-0.6,6.2,7.5,-1,-6.9,-16.5,9.8,-18.4,-60.9
-0.6,6,7.5,0,-6.6,-15.8,9.4,-18.8,-62.1
-0.7,6,7.4,1.8,-7.2,-16.2,9.4,-18.8,-62.1
-0.8,6.3,7.6,2,-8.5,-16.6,9.8,-18,-61.2
-0.7,6.3,7.7,-1.1,-8.2,-17.8,9.8,-18,-61.2
-0.7,6.1,7.6,-4.7,-8.4,-18.1,9.4,-17.7,-62.1
-0.7,6.1,7.7,-4.2,-7.9,-16.2,9.4,-17.7,-62.1
-0.7,6.1,7.7,-1.4,-7.4,-14.9,9.1,-16.9,-62.9
-0.8,6.3,7.7,-0.8,-7.8,-14.6,9.1,-16.9,-62.9
-0.9,6.3,7.8,-2.3,-8.1,-16.2,8.4,-16.9,-62.5
-0.8,6.3,7.8,-5.2,-8.8,-19.6,8.4,-16.9,-62.5
-0.7,6.1,7.8,-6.7,-7.8,-22.4,9.2,-16.2,-62.5
-0.9,6,7.9,-4.9,-8.5,-23.9,9.2,-16.2,-62.5
-0.7,6.2,8.1,-5.1,-7.8,-24.6,9.2,-16.5,-62.1
-0.9,6,8.3,-7.7,-6.4,-24.6,9.2,-16.5,-62.1
-0.8,5.8,8.1,-7.6,-4.5,-25,9.6,-15.8,-62.5
-0.8,5.6,8,-3.1,-2.4,-23,9.6,-15.8,-62.5
-1.1,5.7,8.2,1.4,-2.2,-21.1,9.2,-15.1,-62.9
